grade,similarity_percentage,gene_code,virus_name,gene_name,host_name,virus_lineage,host_lineage
-2.0,0.20710059171597633,YP_355371.1,Burkholderia phage Bcep176,gp36,Burkholderia cepacia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
-25.0,0.17575757575757575,AIX16836.1,Synechococcus phage ACG-2014a,putative short tail fiber,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-37.0,0.20320855614973263,NP_052117.1,Yersinia phage phiYeO3-12,tail fiber protein,Yersinia enterocolitica (type O:3),"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
-21.0,0.17,AIX34996.1,Synechococcus phage ACG-2014a,baseplate wedge tail fiber connector,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-46.0,0.15343915343915343,YP_009201821.1,Lactobacillus phage CL2,tail fiber protein,Lactobacillus paracasei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus casei group
0.0,0.21717171717171718,YP_007947946.1,Enterobacteria phage phi80,host specificity protein (tail fiber protein),Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-31.0,0.17553191489361702,AIT74316.1,Enterobacteria phage RB10,RNA ligase 1 and tail fiber attachment catalyst,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-68.0,0.13095238095238096,YP_009217538.1,Stenotrophomonas phage IME13,tail fiber assembly protein,Stenotrophomonas maltophilia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Stenotrophomonas virus IME13",Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
-11.0,0.1791044776119403,YP_004327046.1,Erwinia phage phiEa104,putative proximal tail fiber,Erwinia amylovora,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ounavirinae; Ea214virus; Erwinia virus Ea214",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia
-10.0,0.19672131147540983,NP_817806.1,Mycobacterium phage Rosebush,gp45,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Rosebushvirus; Mycobacterium virus Rosebush",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-22.0,0.22340425531914893,YP_009180956.1,Escherichia phage PA2,tail fiber protein,Escherichia coli PA2,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Sepvirinae; Tl2011virus; Escherichia virus PA2",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-23.0,0.1925133689839572,YP_009226009.1,Klebsiella phage KP36,putative tail assembly protein,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Kp36virus; Klebsiella virus KP36",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-5.0,0.18994413407821228,YP_009111150.1,Escherichia phage Av-05,tail fiber protein,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-2.0,0.17964071856287425,YP_009216958.1,Enterobacteria phage JenP2,tail fiber protein,Enterobacterales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Nonagvirus; Escherichia virus JenP2",Bacteria; Proteobacteria; Gammaproteobacteria
-1.0,0.1724137931034483,YP_009190431.1,Edwardsiella phage PEi20,"long tail fiber, distal subunit",Edwardsiella ictaluri,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella
-17.0,0.2,AJD82353.1,Mycobacterium phage Pipsqueak,minor tail protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Pg1virus; Mycobacterium virus Soto",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-3.0,0.17318435754189945,YP_009292508.1,Citrobacter phage SH3,tail fibers protein,Citrobacter freundii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
-25.0,0.16666666666666666,YP_007004988.1,Escherichia phage wV7,hinge connector of long tail fiber distal connector,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-30.0,0.17204301075268819,YP_009147517.1,Erwinia phage phiEa2809,tail fiber protein,Erwinia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; unclassified Ackermannviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae
-19.0,0.19282511210762332,YP_002727863.1,Pseudomonas phage phikF77,putative tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Phikmvvirus; unclassified Phikmvvirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-8.0,0.2185792349726776,YP_009505304.1,Pseudomonas phage Pa2,putative tail fiber protein,Pseudomonas aeruginosa PAO1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Lit1virus; unclassified Lit1virus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-8.0,0.16666666666666666,YP_009212343.1,Sinorhizobium phage phiN3,putative tail fiber protein,Sinorhizobium meliloti,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; M12virus; Sinorhizobium virus N3",Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium
-19.0,0.16568047337278108,AHV82210.1,Synechococcus phage S-EIVl,hypothetical protein,Synechococcus sp.,Viruses; unclassified bacterial viruses,Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-21.0,0.1977401129943503,YP_001542614.1,Salmonella virus PRD1,DNA delivery,Gammaproteobacteria,"Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus",Bacteria; Proteobacteria
-34.0,0.16470588235294117,YP_001994646.1,Mycobacterium virus lockley,tail fiber-like protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
6.0,0.22424242424242424,YP_009200417.1,Yersinia phage vB_YenM_TG1,baseplate wedge tail fiber connector,Yersinia enterocolitica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tg1virus; Yersinia virus TG1",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
-75.0,0.13333333333333333,YP_009223678.1,Salmonella phage 19,putative tail fiber,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-9.0,0.17679558011049723,YP_004538964.1,Mycobacterium virus Faith1,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bronvirus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-72.0,0.12804878048780488,YP_003934977.1,Klebsiella phage KP15,chaperone for tail fiber formation,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; Klebsiella virus KP15",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-10.0,0.1965065502183406,YP_009213042.1,Ralstonia phage RSL2,hypothetical protein,Ralstonia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Rsl2virus; Ralstonia virus RSL2",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae
-49.0,0.16574585635359115,YP_005087316.1,Rhodococcus phage REQ1,hypothetical protein,Rhodococcus hoagii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
-15.0,0.21142857142857144,YP_009134734.1,Cherax quadricarinatus densovirus,viral protein,Cherax quadricarinatus,Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Ambidensovirus; Decapod ambidensovirus 1,Eukaryota; Metazoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Parastacoidea; Parastacidae; Cherax
-45.0,0.1348314606741573,YP_007006203.1,Escherichia phage FV3,putative tail fiber assembly protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vequintavirinae; V5virus; Escherichia virus FV3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
17.0,0.18090452261306533,YP_009140149.1,Vibrio phage phiVC8,tail fiber,Vibrio cholerae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; Vibrio virus VC8",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
-31.0,0.17553191489361702,AIT75409.1,Enterobacteria phage RB59,RNA ligase 1 and tail fiber attachment catalyst,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-38.0,0.16666666666666666,YP_003969400.1,Aeromonas phage phiAS5,long tail fiber proximal subunit,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-23.0,0.17679558011049723,YP_009134070.1,Synechococcus phage ACG-2014j,tail fiber-like protein,Synechococcus sp. WH 7803,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-36.0,0.15151515151515152,YP_009202981.1,Escherichia phage QL01,hinge connector of long tail fiber distal connector,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; Escherichia virus QL01",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-6.0,0.15517241379310345,AGC35557.1,Rhizobium phage RHEph01,putative T7-like tail fiber protein,Rhizobium etli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae",Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium
-43.0,0.13253012048192772,YP_009483651.1,Pandoravirus quercus,ankyrin repeat protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-11.0,0.21052631578947367,YP_655129.1,Mycobacterium phage Orion,gp33,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Pg1virus; Mycobacterium virus Pg1",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-26.0,0.18857142857142858,YP_003734386.1,Enterobacteria phage IME08,gp38 distal long tail fiber adhesin,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; Escherichia virus IME08",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-36.0,0.20121951219512196,YP_008319004.1,Pandoravirus dulcis,hypothetical protein,Acanthamoeba castellanii,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-19.0,0.17073170731707318,YP_009056824.1,Escherichia phage vB_EcoM_PhAPEC2,proximal hinge connector of long tail fiber,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; unclassified Rb69virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-44.0,0.18134715025906736,AIQ80722.1,Bovine herpesvirus type 1.2 strain B589,membrane protein US9,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus; Bovine alphaherpesvirus 1; Bovine herpesvirus type 1.2",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-30.0,0.16091954022988506,YP_007001477.1,Escherichia phage TL-2011c,putative tail fiber protein,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Sepvirinae; Tl2011virus; Escherichia virus TL2011",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
3.0,0.16,YP_009102095.1,Escherichia phage 121Q,tail fiber,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-53.0,0.14689265536723164,YP_009289039.1,Shigella phage SHSML-52-1,tail fibers protein,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; unclassified Rb69virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-28.0,0.18787878787878787,YP_008126581.1,Halorubrum phage CGphi46,hypothetical protein,Halorubrum,"Viruses; dsDNA viruses, no RNA stage; unclassified archaeal dsDNA viruses",Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae
-25.0,0.16666666666666666,YP_009213608.1,Prochlorococcus phage P-TIM68,putative tail fiber-like protein,Prochlorococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Cyanobacteria; Synechococcales; Prochloraceae
-31.0,0.17258883248730963,YP_009324354.1,Synechococcus phage S-WAM2,tail fiber protein,Synechococcus sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-32.0,0.1780821917808219,NP_813781.1,Pseudomonad phage gh-1,tail fiber protein,Pseudomonas putida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; Pseudomonas virus gh1",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group
-44.0,0.14673913043478262,YP_001469591.1,Enterobacteria phage Phi1,gp34 long tail fiber proximal subunit,Escherichia coli K-12,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb49virus; Escherichia virus phi1",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-44.0,0.14457831325301204,YP_009097947.1,Staphylococcus phage MCE-2014,tail fiber protein,Staphylococcus aureus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Kayvirus; Staphylococcus virus MCE2014",Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
-25.0,0.22674418604651161,YP_009210165.1,Escherichia phage slur02,phage long tail fiber proximal subunit [Enterobacteria phage ime09],Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-46.0,0.17346938775510204,YP_008409327.1,Mycobacterium phage Adzzy,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-36.0,0.1590909090909091,YP_009280454.1,Bacillus phage Belinda,tail fiber hydrolase,Bacillus thuringiensis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Wphvirus; unclassified Wphvirus",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
-33.0,0.17159763313609466,YP_009030298.1,Serratia phage PS2,"hinge connector of long tail fiber, proxima",Serratia marcescens,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
-29.0,0.18452380952380953,YP_009211217.1,Mycobacterium phage Ovechkin,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-27.0,0.1813186813186813,AGC34655.1,Pseudomonas virus H66,structural protein,Pseudomonas aeruginosa PAO1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; F116virus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-55.0,0.12650602409638553,YP_009281479.1,Escherichia phage UFV-AREG1,chaperone for tail fiber formation,Escherichia coli O157,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-26.0,0.17365269461077845,YP_009277949.1,Gordonia phage Nyceirae,minor tail protein,Gordonia terrae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia
-16.0,0.20689655172413793,YP_009120457.1,Pandoravirus inopinatum,hypothetical protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
